timestamp	follow	status	friend	text
1476761468430	210	161	320	"""RT @SilverPatriot1: Hey @MittRomney, America needs another option.  Polls in UT show it's time to rise as well &amp; support #McMullinFinn!  ht"""
1476761484369	34	44	589	"""Utah is showing it can happen. If millions of people voted against the status quo, politics in this country could c https://t.co/Rtky8sDLyJ"""
1476761485496	2087	56759	2985	"""RT @lotsofuss: Join me &amp; supporting Evan McMullin! Step up &amp; elect the only qualified candidate for president. https://t.co/uq6AK7IQJi via"""
1476761517281	185	7067	634	"""@soledadobrien @mckaycoppins who is McMullin?"""
1476761518213	2919	12236	4018	"""States where you can vote McMullin https://t.co/XQTEMSurlr"""
1476761523400	303	34	46	"""@aClassicLiberal Om varken Trump eller Hillary nr 270. Johnson fr NM:s 3, McMullin fr UT:s 4, fast Johnson fr fler rster sammantaget"""
1476761525576	6362	64544	3165	"""RT @TheRickWilson: Starting to look like we can earn those with enough work. https://t.co/a3N0cCw2zW"""
1476761534163	2087	56761	2985	"""RT @TeamMcMullin: Thank you, #Utah! #McMullinFinn #EvanUT #utpol https://t.co/2ilif2iuYj https://t.co/6y0BwGa6dm"""
1476761540355	4841	61491	5288	"""RT @bolfase1: Voting this year straightforward. look at the field, criminal Hillary, pothead Johnson, Egghead McMullin or success """
1476761557773	955	14905	2490	"""@Oooooo_Donna @ThePlumLineGS @JeffreyGoldberg McMullin is on Virginia ballot, original tweet was about Virginia, so you point is irrelevant"""
1476761572639	3934	28055	3671	"""RT @DavidAFrench: Utah poll -- Trump 30 McMullin 29 Clinton 28. If McMullin forges ahead in Utah, could Idaho be next? https://t.co/y08An69"""
1476761572754	187	11297	339	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761578384	210	171	320	"""RT @Las4Liberty: Meet Evan McMullin Via @NPR: Evan McMullin Calls Himself 'The Only Conservative' In Presidential Race """
1476761592849	18	60	143	"""Sadly, we elected Hillary the day we nominated Trump #SMOD2016 https://t.co/r6L5YgWzjn"""
1476761601659	204	12297	371	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761602613	1626	38170	1460	"""RT @aaron_bogue: States where you can vote McMullin https://t.co/XQTEMSurlr"""
1476761612646	187	7821	442	"""RT @ViviVacca: This is what happens when you nominate a toxic candidate for president https://t.co/JDCryt3XvB"""
1476761613102	3497	171048	276	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761614056	303	35	46	"""@aClassicLiberal Bli d Johnson el McMullin 3e kandidat representanthuset ges som alt d utser president enligt 12e konstitutionstillgget?"""
1476761627966	338	14765	343	"""RT @FiveThirtyEight: How Evan McMullin could win Utah and the presidency: https://t.co/22ey3xpRF3"""
1476761634041	108	568	111	"""September:  He won't get past 5%, they said...  Mid October:  He won't get past 15%, they said...  What's in store https://t.co/yAu2YWDrlV"""
1476761637585	338	14766	343	"""RT @DavidAFrench: Utah poll -- Trump 30 McMullin 29 Clinton 28. If McMullin forges ahead in Utah, could Idaho be next? https://t.co/y08An69"""
1476761642722	219	207	152	"""@jeffcannata @DictionaryVoice @YouTube I wish he'd gone after Evan Mcmullin as well. But hey, he might make Utah go Blue, which is fun."""
1476761645363	2025	29720	2573	"""RT @Sheladywolf: A vote for Evan McMullin is Absolutely NOT a wasted vote.It is a vote for honor, a vote for integrity, a vote for reason,"""
1476761658521	84	692	179	"""RT @Evan_McMullin: The polls are showing what we already knew: principled Americans are excited to support a better choice. #utpol """
1476761658755	392	4973	916	"""RT @SilasDoGood4: #Clinton paying off #McMullin @Evan_McMullin @TeamMcMullin - he's a #hillary shill. Don't fall for it! """
1476761664696	3269	224500	2715	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761668652	4264	106407	5101	"""RT @metwying: @ChuckNellis We don't need McMullin &amp; Johnson splitting votes. McMullin will litigate in 8 states w/o ballot access if close"""
1476761676204	1269	16673	1888	"""RT @KurtSchlichter: Trumpets blare. https://t.co/nua7oC5II5"""
1476761677050	145	16949	382	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761677575	2046	40685	3120	"""RT @MiriintheVillag: I'm finding that Evan is very popular among the under-40 crowd across the US. This is the dawn of a new age of cons """
1476761681822	772	7548	895	"""RT @mckaycoppins: Here it is. New poll has Utah a statistical dead heat: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/8bWmi"""
1476761709671	42	644	31	"""Cmon Utah. We need Trump. Vote https://t.co/JPkLAqzrBv"""
1476761710007	445	37507	648	"""RT @aaron_bogue: States where you can vote McMullin https://t.co/XQTEMSurlr"""
1476761710554	771	22442	1150	"""RT @lotsofuss: #mondaymotivation #Evan  Evan McMullin: Donald Trump Is Helping Vladimir Putin Undermine Our Demo... https://t.co/jpcpIr8M6A"""
1476761757282	33	1158	81	"""RT @ericmetaxas: So let me put it another way. I think voting for Evan McMullin might feel good, but it will elect Hillary, which will feed"""
1476761761868	12580	67312	5782	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761781578	1647	11184	1891	"""RT @aaron_bogue: States where you can vote McMullin https://t.co/XQTEMSurlr"""
1476761782961	10	76	51	"""RT @Sheladywolf: A vote for Evan McMullin is Absolutely NOT a wasted vote.It is a vote for honor, a vote for integrity, a vote for reason,"""
1476761798840	2	113	88	"""RT @FiveThirtyEight: How Evan McMullin could win Utah and the presidency: https://t.co/22ey3xpRF3"""
1476761800585	3570	39510	2956	"""@joannesmoot  I like this, except will consider McMullin in 2020 if he runs in GOP primaries. Someone better save the GOP for next time."""
1476761811935	83	3843	217	"""RT @FiveThirtyEight: How Evan McMullin could win Utah and the presidency: https://t.co/22ey3xpRF3"""
1476761811957	228	1039	218	"""So basically, Evan McMullin is now at even odds to become President of Utah. Am I interpreting this right? https://t.co/OwBeq38h8d"""
1476761813038	436	8397	491	"""RT @DavidAFrench: Utah poll -- Trump 30 McMullin 29 Clinton 28. If McMullin forges ahead in Utah, could Idaho be next? https://t.co/y08An69"""
1476761818862	765	7473	893	"""RT @williamjordann: Among likely voters under 30 in UTAH:   McMullin: 33% Clinton: 27% Johnson: 15% Trump: 13% Stein: 2%  https://t.co/RNl9"""
1476761829403	3157	192241	3296	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761831317	1582	44001	1086	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761835533	8374	71206	7455	"""RT @evansiegfried: More proof that @Evan_McMullin is showing  what young conservatives want https://t.co/5dduxpI1lS"""
1476761837736	71	4788	274	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761839350	907	6166	673	"""RT @FiveThirtyEight: How Evan McMullin could win Utah and the presidency: https://t.co/22ey3xpRF3"""
1476761849554	426	2913	618	"""RT @DavidAFrench: Utah poll -- Trump 30 McMullin 29 Clinton 28. If McMullin forges ahead in Utah, could Idaho be next? https://t.co/y08An69"""
1476761852527	3730	63473	3572	"""RT @OmanReagan: New Utah poll: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/9xGQNU4iul"""
1476761853245	5	998	43	"""RT @COgrandmom77: @Youxia88 @ZermattForever @DocThompsonShow Any sign he will endorse McMullin?"""
1476761865482	5264	65393	5662	"""RT @ericmetaxas: So let me put it another way. I think voting for Evan McMullin might feel good, but it will elect Hillary, which will feed"""
1476761870355	6804	64454	7370	"""@soledadobrien @TheBaltimoreCVS Who is McMullin?!?"""
1476761874218	11890	27588	1636	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761876881	8374	71207	7455	"""RT @junren65: @joannesmoot  I like this, except will consider McMullin in 2020 if he runs in GOP primaries. Someone better save the GOP for"""
1476761880790	42	389	239	"""This article reminds me of those YouTube videos of people glitching out video games https://t.co/zY0ekXupBj"""
1476761894020	2458	17384	3389	"""RT @mindyfinn: Pay attention to the great people of Utah. They know what's up! https://t.co/xAvKrkwbaK"""
1476761909088	466	8880	940	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761912067	119	517	76	"""RT @ActusPolitiques: Comment l'inconnu Evan McMullin pourrait devenir le prochain prsident amricain https://t.co/nMQIbgafvx https://t.co/"""
1476761917779	288	5456	257	"""RT @mckaycoppins: Here it is. New poll has Utah a statistical dead heat: Trump 30%  McMullin 29% Clinton: 28% Johnson 5% https://t.co/8bWmi"""
1476761925028	446	37513	648	"""RT @mindyfinn: Pay attention to the great people of Utah. They know what's up! https://t.co/xAvKrkwbaK"""
1476761935336	991	21957	389	"""#StandUpWithEvan Evan McMullin #Conservative #LimitedGovt #ReligiousFreedom #NationalSecurity #ProLife #Pro2A https://t.co/l75yhW9AnH"""
1476761940213	711	15372	1568	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476761941994	774	27116	266	"""RT @freedomnow72: #UT make #NeverTrump happen! @Evan_McMullin https://t.co/RoKJqWTrX8"""
1476761943627	11923	122845	12313	"""RT @ericmetaxas: So let me put it another way. I think voting for Evan McMullin might feel good, but it will elect Hillary, which will feed"""
1476761955747	292	3208	330	"""RT @Evan_McMullin: The polls are showing what we already knew: principled Americans are excited to support a better choice. #utpol """
1476761988452	5622	73043	5805	"""And FYI that #McMullin or McMurray or McSomebody was in the CIA. -#Covert #RegimeChanges #PsychologicalWarfare just to start. No thank you."""
1476761990466	6105	34595	3522	"""RT @soledadobrien: Amazing. https://t.co/MUL6y4s8l9"""
1476762012986	1234	410	5001	"""@mckaycoppins McMullin running for President of Utah?  Or, a Clinton Operative to try and take Utah from Trump either way he still loses."""
